Date,Open,High,Low,Close
2023-11-01 00:00:00+00:00,1990.5,2052.10009765625,1932.5999755859375,2038.0999755859375
2023-12-01 00:00:00+00:00,2038.300048828125,2130.199951171875,1975.0,2062.39990234375
2024-01-01 00:00:00+00:00,2063.5,2073.699951171875,2002.5999755859375,2048.39990234375
2024-02-01 00:00:00+00:00,2040.199951171875,2064.5,1984.800048828125,2045.699951171875
2024-03-01 00:00:00+00:00,2043.0999755859375,2234.10009765625,2041.800048828125,2217.39990234375
2024-04-01 00:00:00+00:00,2235.699951171875,2429.0,2230.0,2291.39990234375
2024-05-01 00:00:00+00:00,2287.699951171875,2435.800048828125,2277.60009765625,2322.89990234375
2024-06-01 00:00:00+00:00,2322.60009765625,2385.10009765625,2285.39990234375,2327.699951171875
2024-07-01 00:00:00+00:00,2323.800048828125,2473.10009765625,2321.699951171875,2426.5
2024-08-01 00:00:00+00:00,2446.699951171875,2527.300048828125,2367.39990234375,2493.800048828125
2024-09-01 00:00:00+00:00,2501.60009765625,2672.10009765625,2476.300048828125,2636.10009765625
2024-10-01 00:00:00+00:00,2631.39990234375,2789.0,2602.5,2738.300048828125
2024-11-01 00:00:00+00:00,2745.5,2756.0,2554.199951171875,2657.0
2024-12-01 00:00:00+00:00,2649.0,2733.800048828125,2582.10009765625,2629.199951171875
2025-01-01 00:00:00+00:00,2633.0,2838.0,2617.300048828125,2812.5
2025-02-01 00:00:00+00:00,2818.199951171875,2957.89990234375,2780.89990234375,2836.800048828125
2025-03-01 00:00:00+00:00,2872.699951171875,3132.5,2863.39990234375,3122.800048828125
2025-04-01 00:00:00+00:00,3129.699951171875,3485.60009765625,2949.699951171875,3305.0
2025-05-01 00:00:00+00:00,3272.89990234375,3430.89990234375,3125.0,3288.89990234375
2025-06-01 00:00:00+00:00,3296.89990234375,3444.0,3253.800048828125,3294.39990234375
2025-07-01 00:00:00+00:00,3310.10009765625,3441.0,3263.89990234375,3293.199951171875
2025-08-01 00:00:00+00:00,3286.199951171875,3477.0,3281.0,3473.699951171875
2025-09-01 00:00:00+00:00,3485.699951171875,3865.5,3485.699951171875,3840.800048828125
2025-10-01 00:00:00+00:00,3863.5,4358.0,3823.699951171875,3982.199951171875
2025-11-01 00:00:00+00:00,3976.199951171875,4228.7001953125,3927.39990234375,4218.2998046875
2025-12-01 00:00:00+00:00,4218.5,4375.10009765625,4167.0,4363.2001953125
